predictor,period,seed
1,2012Q4,288
1,2010Q2,305
0,2010Q3,5
1,2013Q3,446
0,2011Q2,376
0,2011Q3,165
0,2012Q3,435
0,2011Q4,482
0,2011Q2,362
0,2011Q3,171
0,2010Q1,188
0,2010Q3,258
0,2011Q4,496
0,2012Q3,421
1,2010Q3,102
1,2010Q2,311
1,2013Q3,452
0,2011Q1,2
1,2013Q3,334
1,2010Q4,383
1,2013Q2,127
1,2010Q2,477
0,2012Q2,154
0,2012Q3,347
0,2011Q2,404
1,2012Q2,226
0,2013Q2,255
0,2013Q1,396
0,2010Q3,270
0,2011Q1,289
0,2011Q3,159
0,2012Q3,409
1,2011Q3,203
1,2010Q2,339
1,2012Q1,483
1,2011Q3,217
1,2013Q4,189
1,2012Q1,497
0,2010Q3,264
0,2013Q2,241
0,2012Q2,168
0,2013Q1,382
0,2011Q2,438
1,2013Q3,308
1,2012Q2,232
1,2013Q4,360
1,2013Q2,494
0,2012Q4,313
1,2013Q4,4
0,2011Q4,72
1,2012Q4,13
0,2012Q1,242
0,2012Q3,192
0,2011Q4,125
0,2012Q2,381
0,2012Q4,475
1,2013Q1,231
1,2010Q4,156
1,2012Q1,118
1,2013Q4,406
1,2011Q1,448
0,2010Q4,66
1,2013Q1,225
1,2010Q4,142
1,2013Q4,412
0,2010Q4,72
0,2012Q1,256
0,2010Q4,218
0,2011Q4,131
0,2012Q3,186
0,2012Q2,395
0,2012Q4,461
0,2012Q4,307
0,2010Q1,349
0,2011Q4,66
1,2013Q4,13
1,2013Q4,374
1,2013Q2,480
0,2011Q3,398
0,2010Q1,361
1,2012Q3,26
1,2011Q1,312
0,2010Q3,53
1,2011Q4,97
1,2012Q1,124
1,2011Q4,243
1,2011Q1,474
1,2013Q3,32
0,2013Q1,157
0,2011Q3,47
0,2011Q4,119
0,2010Q4,230
0,2013Q3,287
0,2010Q1,407
1,2010Q4,83
0,2012Q4,449
0,2011Q3,53
0,2013Q1,143
0,2013Q3,293
0,2010Q4,224
1,2010Q4,97
0,2010Q1,413
1,2012Q1,130
1,2011Q4,257
1,2013Q1,219
1,2011Q1,460
1,2010Q3,499
1,2013Q3,26
0,2010Q3,47
1,2011Q1,306
1,2013Q4,348
1,2011Q4,83
0,2010Q1,375
1,2012Q3,32
0,2012Q2,424
0,2011Q3,367
1,2010Q3,75
0,2011Q2,174
1,2011Q4,68
0,2010Q1,7
1,2013Q2,457
1,2010Q2,107
1,2010Q3,314
1,2010Q3,472
1,2011Q3,61
1,2013Q2,331
1,2013Q3,122
1,2010Q4,195
0,2013Q3,14
0,2011Q3,401
0,2012Q1,281
0,2013Q3,278
0,2012Q3,151
0,2012Q2,342
0,2011Q3,415
1,2010Q4,68
0,2012Q1,295
0,2012Q3,145
0,2012Q2,356
1,2010Q3,466
1,2011Q3,75
1,2013Q2,325
1,2010Q4,181
1,2013Q3,136
0,2012Q3,14
1,2013Q2,443
1,2010Q2,113
1,2010Q3,300
0,2012Q2,430
0,2011Q3,373
0,2010Q2,249
1,2010Q3,61
0,2011Q2,160
1,2011Q4,54
1,2011Q2,212
1,2010Q3,328
0,2010Q3,90
0,2012Q2,418
0,2011Q2,148
0,2013Q4,21
1,2010Q3,49
0,2010Q2,261
1,2010Q4,40
0,2013Q3,28
0,2011Q3,84
0,2013Q1,194
0,2013Q3,244
0,2010Q4,99
0,2012Q4,35
1,2011Q4,280
1,2012Q3,237
1,2013Q2,319
0,2012Q4,21
1,2011Q3,49
1,2012Q3,223
1,2011Q4,294
0,2011Q3,429
1,2010Q4,54
0,2013Q1,180
0,2011Q3,90
0,2012Q3,179
0,2013Q3,250
0,2011Q4,99
0,2013Q4,35
0,2010Q2,275
1,2011Q4,40
0,2012Q3,28
1,2011Q2,206
0,2010Q3,84
1,2013Q1,423
1,2010Q1,173
1,2013Q4,214
1,2011Q2,399
0,2012Q1,450
0,2011Q1,100
0,2012Q4,267
0,2010Q1,229
0,2012Q1,336
0,2010Q4,378
1,2013Q1,345
0,2012Q4,6
1,2013Q2,286
1,2013Q1,351
1,2013Q2,292
0,2010Q2,498
1,2013Q2,2
0,2012Q1,322
0,2012Q1,444
0,2011Q1,114
0,2012Q4,273
1,2013Q1,437
1,2011Q4,479
1,2010Q1,167
1,2012Q4,129
1,2013Q4,200
0,2013Q3,495
0,2010Q4,422
0,2010Q1,215
0,2013Q4,172
1,2013Q1,37
0,2011Q1,42
1,2011Q4,451
1,2011Q1,266
1,2013Q4,228
1,2012Q4,101
1,2011Q1,500
1,2012Q1,23
1,2011Q4,337
1,2013Q1,379
1,2012Q3,380
1,2012Q2,193
0,2010Q1,56
0,2010Q4,344
0,2010Q1,42
0,2010Q4,350
1,2012Q3,394
1,2011Q4,323
1,2012Q1,37
1,2012Q2,187
0,2011Q1,56
1,2011Q4,445
1,2011Q1,272
1,2012Q4,115
0,2010Q4,436
0,2013Q3,481
0,2012Q1,478
0,2010Q1,201
1,2013Q1,23
0,2013Q4,166
0,2011Q1,128
0,2010Q2,329
0,2011Q3,213
0,2012Q1,493
1,2011Q1,64
1,2011Q3,149
1,2010Q3,260
1,2011Q1,299
0,2013Q1,11
1,2012Q3,419
1,2013Q1,386
1,2013Q2,245
1,2010Q1,70
1,2011Q1,5
0,2012Q2,236
0,2012Q2,222
0,2012Q1,11
0,2013Q3,318
1,2010Q3,2
1,2013Q1,392
1,2012Q2,178
1,2013Q2,251
1,2011Q2,428
1,2010Q1,64
1,2010Q3,274
0,2013Q4,199
0,2011Q3,207
0,2012Q1,487
1,2011Q1,70
1,2011Q3,175
1,2011Q2,366
0,2011Q1,81
1,2012Q3,425
1,2011Q4,492
0,2010Q2,315
0,2012Q4,298
0,2010Q3,106
1,2011Q1,58
0,2013Q3,456
0,2012Q1,39
0,2013Q2,123
0,2010Q4,387
0,2013Q3,330
0,2010Q2,473
0,2010Q1,95
1,2012Q3,343
1,2013Q2,279
1,2012Q2,150
1,2011Q2,400
1,2012Q3,357
1,2012Q2,144
1,2011Q2,414
1,2010Q1,58
0,2013Q2,137
0,2013Q3,324
0,2010Q4,393
0,2010Q1,81
0,2010Q2,467
0,2010Q2,301
0,2010Q3,112
0,2013Q3,442
1,2010Q3,248
1,2011Q3,161
1,2010Q1,198
0,2013Q1,39
1,2011Q2,372
0,2011Q1,95
1,2011Q4,486
1,2012Q3,431
1,2013Q2,66
1,2010Q4,220
1,2013Q3,297
1,2013Q1,147
1,2011Q4,109
1,2010Q1,417
1,2012Q4,459
0,2011Q4,253
1,2012Q2,7
0,2012Q1,134
0,2011Q2,13
0,2011Q1,464
0,2011Q1,302
1,2012Q2,72
1,2011Q3,388
1,2010Q1,371
1,2010Q1,365
0,2010Q2,13
0,2011Q1,316
0,2013Q4,358
1,2012Q2,66
0,2011Q4,247
0,2013Q1,209
0,2012Q1,120
0,2011Q1,470
0,2010Q3,489
1,2013Q2,72
1,2013Q3,283
1,2010Q4,234
1,2013Q1,153
0,2013Q4,3
1,2010Q1,403
0,2010Q4,146
0,2013Q2,83
0,2012Q1,108
0,2013Q1,221
0,2013Q4,416
0,2011Q1,458
1,2012Q2,391
1,2012Q3,182
1,2011Q4,135
1,2012Q1,252
1,2012Q4,465
1,2012Q4,303
0,2012Q2,97
0,2013Q4,370
0,2013Q2,484
0,2013Q4,364
0,2013Q2,490
0,2012Q2,83
1,2012Q4,317
1,2010Q1,359
1,2012Q2,385
1,2011Q4,121
1,2012Q3,196
1,2012Q1,246
1,2010Q4,208
1,2012Q4,471
0,2013Q2,97
0,2010Q4,152
0,2013Q1,235
0,2013Q4,402
0,2011Q4,290
0,2012Q3,227
1,2011Q3,7
1,2013Q3,254
1,2013Q1,184
1,2012Q2,408
1,2010Q2,271
1,2011Q2,158
0,2012Q2,68
0,2010Q3,338
0,2011Q2,202
0,2011Q2,216
1,2010Q2,265
1,2011Q3,439
1,2013Q3,240
1,2013Q1,190
1,2012Q3,169
0,2012Q3,233
0,2011Q4,284
0,2013Q2,68
0,2013Q2,309
1,2011Q3,411
1,2011Q2,35
1,2012Q2,352
1,2013Q2,99
1,2012Q3,141
1,2012Q1,291
1,2013Q3,268
0,2010Q3,462
0,2013Q3,132
0,2010Q4,185
0,2013Q2,40
0,2013Q2,321
1,2010Q2,21
0,2013Q2,447
0,2010Q3,304
0,2010Q2,117
1,2012Q2,434
1,2011Q2,164
0,2012Q2,54
1,2011Q3,377
1,2012Q2,420
1,2011Q2,170
1,2010Q2,259
1,2011Q3,363
0,2012Q2,40
0,2013Q2,453
1,2010Q2,35
0,2010Q3,310
0,2010Q2,103
1,2012Q2,99
0,2010Q3,476
0,2013Q2,54
0,2010Q4,191
0,2013Q3,126
0,2013Q2,335
1,2011Q3,405
1,2011Q2,21
1,2012Q2,346
1,2012Q3,155
1,2012Q1,285
0,2011Q4,280
1,2010Q1,4
0,2012Q3,237
1,2013Q1,194
1,2013Q3,244
1,2011Q2,19
1,2011Q2,148
1,2010Q2,261
0,2012Q2,78
1,2012Q2,418
0,2010Q3,328
0,2011Q2,212
0,2011Q2,206
1,2010Q2,19
1,2010Q2,275
1,2013Q1,180
1,2012Q3,179
1,2013Q3,250
1,2011Q3,429
0,2013Q2,78
0,2012Q3,223
0,2011Q4,294
0,2013Q2,319
1,2011Q3,3
1,2013Q2,89
1,2012Q2,342
1,2012Q1,281
1,2013Q3,278
1,2012Q3,151
1,2011Q3,401
1,2011Q2,25
0,2013Q3,122
0,2010Q4,195
0,2013Q2,50
0,2013Q2,331
0,2010Q3,472
0,2010Q3,314
0,2010Q2,107
1,2010Q2,31
0,2013Q2,457
1,2011Q2,174
0,2012Q2,44
1,2011Q3,367
1,2012Q2,424
1,2010Q2,249
1,2011Q2,160
1,2011Q3,373
0,2012Q2,50
1,2012Q2,430
0,2010Q3,300
1,2012Q2,89
0,2010Q2,113
0,2013Q2,443
1,2010Q2,25
0,2013Q2,44
0,2010Q4,181
0,2013Q3,136
0,2013Q2,325
0,2010Q3,466
1,2012Q2,356
1,2012Q1,295
1,2012Q3,145
1,2011Q3,415
1,2011Q2,31
1,2010Q1,407
1,2012Q4,449
1,2013Q2,76
0,2013Q4,7
1,2013Q1,157
1,2011Q4,119
1,2010Q4,230
1,2013Q3,287
0,2011Q1,474
0,2012Q1,124
0,2011Q4,243
0,2011Q1,312
1,2012Q2,62
0,2010Q2,17
1,2011Q3,398
1,2010Q1,361
1,2010Q1,375
0,2011Q1,306
0,2013Q4,348
1,2012Q2,76
0,2011Q1,460
0,2010Q3,499
0,2011Q2,17
1,2012Q2,3
0,2012Q1,130
0,2011Q4,257
0,2013Q1,219
1,2010Q1,413
1,2013Q2,62
1,2013Q1,143
1,2013Q3,293
1,2010Q4,224
0,2013Q4,406
0,2011Q1,448
0,2013Q1,231
0,2010Q4,156
0,2013Q2,93
0,2012Q1,118
1,2012Q4,475
1,2012Q2,381
1,2012Q1,242
1,2012Q3,192
1,2011Q4,125
1,2012Q4,313
0,2012Q2,87
0,2013Q2,494
0,2013Q4,360
0,2013Q2,480
0,2013Q4,374
0,2012Q2,93
1,2012Q4,307
1,2010Q1,349
1,2012Q4,461
1,2012Q2,395
1,2012Q1,256
1,2010Q4,218
1,2011Q4,131
1,2012Q3,186
0,2013Q4,412
0,2013Q1,225
0,2013Q2,87
0,2010Q4,142
1,2011Q1,74
0,2012Q1,483
0,2010Q2,339
0,2011Q3,203
1,2012Q3,409
1,2010Q3,270
1,2011Q1,289
1,2011Q3,159
1,2010Q1,60
1,2013Q1,396
1,2013Q2,255
0,2012Q1,15
0,2012Q2,226
1,2010Q3,6
1,2011Q1,1
0,2012Q2,232
0,2013Q3,308
1,2011Q2,438
1,2010Q1,74
1,2013Q1,382
1,2013Q2,241
1,2012Q2,168
1,2010Q3,264
0,2013Q1,15
1,2011Q1,60
0,2012Q1,497
0,2011Q3,217
0,2013Q4,189
0,2011Q1,91
1,2012Q3,435
1,2011Q4,482
1,2011Q3,165
1,2011Q2,376
0,2013Q3,446
1,2011Q1,48
0,2010Q2,305
0,2010Q3,116
0,2012Q4,288
0,2010Q2,463
0,2010Q1,85
0,2013Q2,133
0,2012Q1,29
0,2010Q4,397
0,2013Q3,320
1,2011Q2,410
1,2012Q3,353
1,2012Q2,140
1,2013Q2,269
1,2011Q2,404
1,2010Q1,48
1,2012Q3,347
1,2012Q2,154
0,2010Q1,91
0,2010Q2,477
0,2013Q2,127
0,2013Q3,334
0,2010Q4,383
0,2013Q3,452
0,2010Q2,311
0,2010Q3,102
0,2011Q1,85
1,2011Q4,496
1,2012Q3,421
1,2011Q3,171
1,2010Q1,188
1,2010Q3,258
1,2011Q2,362
0,2013Q1,29
1,2013Q4,204
1,2010Q1,163
1,2011Q2,389
1,2013Q1,433
0,2012Q4,277
0,2010Q1,239
0,2011Q1,110
0,2012Q1,440
1,2013Q2,6
0,2012Q1,326
0,2010Q4,368
1,2013Q1,355
1,2013Q2,296
1,2013Q1,341
1,2013Q2,282
0,2012Q4,2
0,2012Q1,332
0,2010Q2,488
0,2012Q4,263
0,2011Q1,104
0,2012Q1,454
1,2013Q4,210
1,2010Q1,177
1,2012Q4,139
1,2013Q1,427
1,2011Q4,469
0,2013Q4,162
1,2013Q1,27
0,2010Q1,205
0,2013Q3,485
0,2010Q4,432
1,2012Q4,111
1,2011Q1,276
1,2013Q4,238
0,2011Q1,52
1,2011Q4,441
1,2012Q1,33
1,2011Q4,327
1,2013Q1,369
1,2012Q3,390
1,2012Q2,183
0,2010Q4,354
0,2010Q1,46
0,2010Q4,340
0,2010Q1,52
1,2012Q3,384
1,2011Q4,333
1,2012Q1,27
1,2012Q2,197
1,2012Q4,105
1,2011Q1,262
0,2011Q1,46
1,2011Q4,455
1,2013Q1,33
0,2013Q4,176
0,2011Q1,138
0,2010Q1,211
0,2010Q4,426
0,2013Q3,491
0,2012Q1,468
0,2011Q3,377
0,2011Q2,164
1,2010Q3,65
0,2012Q2,434
1,2010Q2,117
1,2010Q3,304
0,2011Q3,4
1,2011Q4,78
0,2012Q3,10
1,2013Q2,447
0,2012Q4,19
1,2013Q2,321
1,2011Q3,71
1,2013Q3,132
1,2010Q4,185
1,2010Q3,462
0,2012Q3,141
0,2012Q1,291
0,2013Q3,268
0,2012Q2,352
0,2011Q3,411
0,2012Q3,155
0,2012Q1,285
0,2012Q2,346
0,2011Q3,405
1,2010Q4,78
0,2013Q3,10
1,2013Q2,335
1,2011Q3,65
1,2010Q4,191
1,2013Q3,126
1,2010Q3,476
1,2010Q2,103
1,2010Q3,310
1,2013Q2,453
0,2010Q1,3
0,2011Q3,363
0,2013Q4,19
0,2011Q2,170
0,2010Q2,259
1,2010Q3,71
0,2012Q2,420
1,2011Q2,202
1,2010Q3,338
0,2010Q3,80
1,2011Q4,44
1,2010Q3,59
0,2010Q2,271
0,2011Q2,158
0,2013Q4,31
0,2012Q2,408
0,2013Q3,254
0,2013Q1,184
0,2011Q3,94
0,2013Q3,38
1,2010Q4,50
0,2012Q4,25
1,2011Q4,290
1,2012Q3,227
0,2010Q4,89
1,2011Q3,59
1,2013Q2,309
0,2012Q4,31
1,2012Q3,233
1,2011Q4,284
0,2013Q3,240
0,2011Q3,80
0,2013Q1,190
0,2012Q3,169
0,2011Q3,439
1,2010Q4,44
0,2010Q2,265
0,2013Q4,25
0,2011Q4,89
1,2011Q2,216
0,2010Q3,94
0,2012Q3,38
1,2011Q4,50
1,2013Q2,484
0,2012Q2,4
1,2013Q4,370
1,2013Q4,17
0,2011Q4,62
0,2012Q4,303
0,2012Q4,465
0,2012Q3,182
0,2011Q4,135
0,2012Q1,252
0,2012Q2,391
1,2013Q4,416
1,2011Q1,458
0,2010Q4,76
1,2010Q4,146
1,2012Q1,108
1,2013Q1,221
1,2013Q4,402
0,2010Q4,62
1,2010Q4,152
1,2013Q1,235
0,2012Q4,471
0,2011Q4,121
0,2012Q3,196
0,2012Q1,246
1,2012Q4,17
0,2010Q4,208
0,2012Q2,385
0,2011Q4,76
0,2012Q4,317
0,2010Q1,359
1,2013Q2,490
1,2013Q4,364
1,2012Q3,36
0,2011Q3,388
0,2010Q1,371
1,2011Q4,87
1,2011Q1,302
0,2010Q3,43
1,2011Q1,464
1,2013Q3,22
1,2011Q4,253
1,2012Q1,134
0,2010Q1,417
0,2012Q4,459
1,2010Q4,93
0,2010Q4,220
0,2013Q3,297
0,2011Q3,57
0,2013Q1,147
0,2011Q4,109
1,2010Q4,87
0,2010Q1,403
0,2013Q3,283
0,2010Q4,234
0,2013Q1,153
0,2011Q3,43
1,2011Q1,470
1,2010Q3,489
1,2013Q3,36
1,2011Q4,247
1,2013Q1,209
1,2012Q1,120
1,2011Q4,93
0,2010Q3,57
1,2011Q1,316
1,2013Q4,358
1,2012Q3,22
0,2010Q1,365
0,2011Q2,400
0,2013Q2,279
0,2012Q2,150
0,2012Q3,343
1,2010Q2,473
1,2010Q4,387
1,2013Q3,330
1,2013Q2,123
0,2011Q1,6
1,2013Q3,456
1,2012Q4,298
1,2010Q3,106
1,2010Q2,315
0,2012Q3,425
0,2011Q4,492
0,2011Q2,366
0,2011Q3,175
0,2011Q4,486
0,2012Q3,431
0,2011Q2,372
0,2010Q3,248
0,2011Q3,161
0,2010Q1,198
0,2010Q3,1
1,2013Q3,442
1,2010Q3,112
1,2010Q2,301
1,2010Q2,467
1,2013Q3,324
1,2010Q4,393
1,2013Q2,137
0,2011Q2,414
0,2012Q2,144
0,2012Q3,357
1,2012Q2,236
0,2013Q2,245
0,2013Q1,386
0,2012Q3,419
0,2011Q3,149
0,2010Q3,260
0,2011Q1,299
1,2012Q1,493
1,2011Q3,213
1,2010Q2,329
1,2012Q1,487
1,2013Q4,199
1,2011Q3,207
0,2010Q3,274
0,2011Q2,428
0,2012Q2,178
0,2013Q2,251
0,2013Q1,392
1,2013Q3,318
1,2012Q2,222
1,2010Q4,344
0,2012Q2,193
0,2011Q4,337
0,2013Q1,379
0,2012Q3,380
0,2011Q1,500
0,2011Q1,266
0,2013Q4,228
0,2012Q4,101
1,2012Q4,5
0,2011Q4,451
1,2010Q1,215
1,2013Q4,172
1,2013Q3,495
1,2010Q4,422
1,2010Q1,201
1,2013Q4,166
1,2011Q1,128
0,2013Q2,1
1,2010Q4,436
1,2013Q3,481
1,2012Q1,478
0,2011Q1,272
0,2012Q4,115
0,2011Q4,445
0,2012Q2,187
0,2012Q3,394
0,2011Q4,323
1,2010Q4,350
0,2013Q2,286
0,2013Q1,345
1,2012Q1,336
1,2010Q4,378
1,2011Q1,100
1,2012Q4,267
1,2010Q1,229
1,2012Q1,450
0,2011Q2,399
0,2010Q1,173
0,2013Q4,214
0,2013Q1,423
0,2010Q1,167
0,2012Q4,129
0,2013Q4,200
0,2013Q1,437
0,2011Q4,479
1,2011Q1,114
1,2012Q4,273
1,2012Q1,444
1,2012Q1,322
1,2010Q2,498
0,2013Q2,292
0,2013Q1,351
1,2012Q1,445
1,2012Q4,272
1,2011Q1,115
0,2013Q1,436
0,2011Q4,478
0,2013Q4,201
0,2010Q1,166
0,2012Q4,128
0,2013Q1,350
0,2013Q2,293
1,2010Q2,499
1,2012Q1,323
1,2012Q4,500
1,2012Q1,337
1,2010Q4,379
0,2013Q1,344
0,2013Q2,287
0,2013Q1,422
0,2013Q4,215
0,2010Q1,172
0,2011Q2,398
1,2012Q1,451
1,2012Q4,266
1,2010Q1,228
1,2011Q1,101
0,2011Q4,444
0,2012Q4,114
0,2011Q1,273
1,2010Q4,437
1,2012Q1,479
1,2013Q3,480
1,2013Q4,167
1,2011Q1,129
1,2010Q1,200
1,2010Q4,351
0,2012Q3,395
0,2011Q4,322
0,2012Q2,186
0,2011Q4,336
0,2012Q3,381
0,2013Q1,378
0,2012Q2,192
1,2010Q4,345
1,2013Q3,494
1,2010Q4,423
1,2013Q4,173
1,2010Q1,214
0,2011Q4,450
1,2012Q4,4
0,2012Q4,100
0,2011Q1,267
0,2013Q4,229
0,2010Q3,275
1,2011Q3,206
1,2013Q4,198
1,2012Q1,486
1,2012Q2,223
1,2013Q3,319
0,2013Q1,393
0,2013Q2,250
0,2012Q2,179
0,2011Q2,429
0,2013Q1,387
0,2013Q2,244
1,2012Q2,237
1,2010Q2,328
1,2011Q3,212
1,2012Q1,492
0,2011Q1,298
0,2010Q3,261
0,2011Q3,148
0,2012Q3,418
1,2010Q2,300
1,2010Q3,113
1,2013Q3,443
0,2010Q1,199
0,2011Q3,160
0,2010Q3,249
0,2011Q2,373
0,2011Q4,487
0,2012Q3,430
0,2012Q3,356
0,2012Q2,145
0,2011Q2,415
1,2013Q2,136
1,2013Q3,325
1,2010Q4,392
1,2010Q2,466
1,2013Q2,122
1,2010Q4,386
1,2013Q3,331
1,2010Q2,472
0,2012Q3,342
0,2012Q2,151
0,2013Q2,278
0,2011Q2,401
0,2011Q3,174
0,2011Q2,367
0,2012Q3,424
0,2011Q4,493
1,2010Q2,314
1,2010Q3,107
1,2012Q4,299
1,2013Q3,457
0,2011Q1,7
1,2012Q1,121
1,2011Q4,246
1,2013Q1,208
1,2013Q3,37
1,2010Q3,488
1,2011Q1,471
0,2011Q3,42
0,2013Q1,152
0,2013Q3,282
0,2010Q4,235
1,2010Q4,86
0,2010Q1,402
0,2010Q1,364
1,2012Q3,23
1,2011Q1,317
0,2010Q3,56
1,2013Q4,359
1,2011Q4,92
0,2010Q3,42
1,2011Q1,303
1,2011Q4,86
0,2010Q1,370
0,2011Q3,389
1,2012Q3,37
0,2013Q1,146
0,2011Q3,56
0,2011Q4,108
0,2010Q4,221
0,2013Q3,296
0,2010Q1,416
1,2010Q4,92
0,2012Q4,458
1,2012Q1,135
1,2011Q4,252
1,2013Q3,23
1,2011Q1,465
0,2012Q2,384
0,2012Q1,247
0,2010Q4,209
1,2012Q4,16
0,2011Q4,120
0,2012Q3,197
0,2012Q4,470
1,2013Q1,234
1,2010Q4,153
0,2010Q4,63
1,2013Q4,403
1,2013Q4,365
1,2013Q2,491
0,2012Q4,316
0,2010Q1,358
0,2011Q4,77
1,2013Q4,1
0,2012Q4,302
0,2011Q4,63
1,2013Q4,16
1,2013Q4,371
0,2012Q2,5
1,2013Q2,485
1,2013Q1,220
1,2010Q4,147
1,2012Q1,109
0,2010Q4,77
1,2013Q4,417
1,2011Q1,459
0,2012Q2,390
0,2012Q1,253
0,2012Q3,183
0,2011Q4,134
0,2012Q4,464
0,2011Q3,438
1,2010Q4,45
0,2012Q3,168
0,2013Q1,191
0,2011Q3,81
0,2013Q3,241
1,2012Q3,232
1,2011Q4,285
1,2013Q2,308
0,2012Q4,30
1,2011Q3,58
1,2011Q4,51
0,2012Q3,39
0,2010Q3,95
1,2011Q2,217
0,2011Q4,88
0,2013Q4,24
0,2010Q2,264
0,2012Q2,409
0,2011Q2,159
0,2013Q4,30
0,2010Q2,270
1,2010Q3,58
1,2011Q4,45
0,2010Q3,81
1,2010Q3,339
1,2011Q2,203
0,2010Q4,88
1,2011Q4,291
1,2012Q3,226
0,2012Q4,24
1,2010Q4,51
0,2013Q3,39
0,2011Q3,95
0,2013Q1,185
0,2013Q3,255
1,2010Q3,477
1,2010Q4,190
1,2013Q3,127
1,2011Q3,64
1,2013Q2,334
0,2013Q3,11
0,2011Q3,404
1,2010Q4,79
0,2012Q2,347
0,2012Q1,284
0,2012Q3,154
0,2012Q2,421
1,2010Q3,70
0,2010Q2,258
0,2013Q4,18
0,2011Q2,171
0,2011Q3,362
0,2010Q1,2
1,2013Q2,452
1,2010Q3,311
1,2010Q2,102
1,2013Q2,446
0,2012Q3,11
0,2011Q3,5
1,2011Q4,79
1,2010Q3,305
1,2010Q2,116
0,2012Q2,435
1,2010Q3,64
0,2011Q2,165
0,2011Q3,376
0,2011Q3,410
0,2012Q2,353
0,2013Q3,269
0,2012Q1,290
0,2012Q3,140
1,2010Q3,463
1,2013Q3,133
1,2010Q4,184
1,2011Q3,70
0,2012Q4,18
1,2013Q2,320
1,2012Q2,196
1,2012Q3,385
1,2012Q1,26
1,2011Q4,332
0,2010Q1,53
0,2010Q4,341
0,2010Q4,427
0,2012Q1,469
0,2013Q3,490
0,2010Q1,210
0,2013Q4,177
1,2013Q1,32
0,2011Q1,139
1,2011Q4,454
0,2011Q1,47
1,2011Q1,263
1,2012Q4,104
1,2011Q4,440
0,2011Q1,53
1,2011Q1,277
1,2013Q4,239
1,2012Q4,110
0,2013Q3,484
0,2010Q4,433
0,2010Q1,204
1,2013Q1,26
0,2013Q4,163
0,2010Q1,47
0,2010Q4,355
1,2012Q2,182
1,2011Q4,326
1,2012Q1,32
1,2012Q3,391
1,2013Q1,368
0,2010Q2,489
0,2012Q1,333
0,2012Q4,3
1,2013Q2,283
1,2013Q1,340
1,2013Q1,426
1,2011Q4,468
1,2010Q1,176
1,2012Q4,138
1,2013Q4,211
0,2012Q1,455
0,2011Q1,105
0,2012Q4,262
0,2012Q1,441
0,2011Q1,111
0,2012Q4,276
0,2010Q1,238
1,2013Q1,432
1,2011Q2,388
1,2010Q1,162
1,2013Q4,205
1,2013Q2,297
1,2013Q1,354
0,2012Q1,327
0,2010Q4,369
1,2013Q2,7
0,2013Q3,335
0,2010Q4,382
0,2013Q2,126
0,2010Q1,90
0,2010Q2,476
1,2012Q2,155
1,2012Q3,346
1,2010Q1,49
1,2011Q2,405
0,2013Q1,28
1,2011Q2,363
1,2010Q3,259
1,2010Q1,189
1,2011Q3,170
1,2011Q4,497
1,2012Q3,420
0,2011Q1,84
0,2010Q3,103
0,2010Q2,310
0,2013Q3,453
0,2012Q4,289
0,2010Q3,117
0,2010Q2,304
1,2011Q1,49
0,2013Q3,447
1,2011Q2,377
1,2011Q3,164
1,2012Q3,434
1,2011Q4,483
0,2011Q1,90
1,2013Q2,268
1,2012Q2,141
1,2012Q3,352
1,2011Q2,411
0,2010Q4,396
0,2013Q3,321
0,2012Q1,28
0,2013Q2,132
0,2010Q2,462
0,2010Q1,84
1,2012Q2,169
1,2013Q2,240
1,2013Q1,383
1,2010Q1,75
1,2011Q2,439
0,2013Q3,309
0,2012Q2,233
0,2013Q4,188
0,2011Q3,216
0,2012Q1,496
1,2011Q1,61
0,2013Q1,14
1,2010Q3,265
1,2011Q3,158
1,2011Q1,288
1,2010Q3,271
1,2012Q3,408
0,2011Q3,202
0,2010Q2,338
0,2012Q1,482
1,2011Q1,75
1,2010Q3,7
0,2012Q1,14
0,2012Q2,227
1,2013Q2,254
1,2013Q1,397
1,2010Q1,61
1,2012Q4,306
0,2012Q2,92
1,2010Q1,348
0,2013Q4,375
0,2013Q2,481
0,2010Q4,143
0,2013Q2,86
0,2013Q1,224
0,2013Q4,413
1,2011Q4,130
1,2012Q3,187
1,2012Q1,257
1,2010Q4,219
1,2012Q2,394
1,2012Q4,460
1,2012Q3,193
1,2011Q4,124
1,2012Q1,243
1,2012Q2,380
1,2012Q4,474
0,2013Q2,92
0,2010Q4,157
0,2012Q1,119
0,2013Q1,230
0,2013Q4,407
0,2011Q1,449
0,2013Q4,361
0,2013Q2,495
0,2012Q2,86
1,2012Q4,312
1,2012Q2,77
0,2011Q1,307
0,2013Q4,349
1,2010Q1,374
1,2013Q3,292
1,2010Q4,225
1,2013Q1,142
1,2013Q2,63
1,2010Q1,412
0,2011Q4,256
0,2013Q1,218
0,2012Q1,131
1,2012Q2,2
0,2011Q2,16
0,2010Q3,498
0,2011Q1,461
0,2011Q4,242
0,2012Q1,125
0,2011Q1,475
1,2010Q4,231
1,2013Q3,286
1,2013Q1,156
0,2013Q4,6
1,2011Q4,118
1,2013Q2,77
1,2010Q1,406
1,2012Q4,448
1,2010Q1,360
1,2011Q3,399
0,2010Q2,16
1,2012Q2,63
0,2011Q1,313
0,2013Q2,442
1,2010Q2,24
0,2010Q2,112
1,2012Q2,88
0,2010Q3,301
1,2012Q2,431
1,2011Q3,372
0,2012Q2,51
